Depth,TimeFromStart,MemoryLeft,ErrorType
0,0,267855096
1,11,267267928
2,11,267267928
3,11,267267928
4,11,267267928
5,11,267267928
6,11,267267928
7,11,267267928
8,11,267267928
9,11,267267928
10,11,267267928
11,11,267267928
12,11,267267928
13,11,267267928
14,11,267267928
15,11,267267928
16,11,267267928
17,11,267267928
18,11,267267928
19,11,267267928
20,11,267267928
21,11,267267928
22,11,267267928
23,11,267267928
24,11,267267928
25,11,267267928
26,11,267267928
27,11,267267928
28,11,267267928
29,11,267267928
30,11,267267928
31,11,267267928
32,12,267267928
33,12,267267928
34,12,267267928
35,12,267267928
36,12,267267928
37,12,267267928
38,12,267267928
39,12,267267928
40,12,267267928
41,12,267267928
42,12,267267928
43,12,267267928
44,12,267267928
45,12,267267928
46,12,267267928
47,12,267267928
48,12,267267928
49,12,267267928
50,12,267267928
51,12,267267928
52,12,267267928
53,12,267267928
54,12,267267928
55,12,267267928
56,12,267267928
57,12,266756600
58,12,266756600
59,12,266756600
60,12,266756600
61,12,266756600
62,12,266756600
63,12,266756600
64,12,266756600
65,12,266756600
66,12,266756600
67,12,266756600
68,12,266756600
69,12,266756600
70,12,266756600
71,12,266756600
72,12,266756600
73,12,266756600
74,12,266756600
75,12,266756600
76,12,266756600
77,12,266756600
78,12,266756600
79,12,266756600
80,13,266756600
81,13,266756600
82,13,266756600
83,13,266756600
84,13,266756600
85,13,266756600
86,13,266756600
87,13,266756600
88,13,266756600
89,13,266756600
90,13,266756600
91,13,266756600
92,13,266756600
93,13,266756600
94,13,266756600
95,13,266756600
96,13,266756600
97,13,266756600
98,13,266756600
99,13,266756600
100,13,266756600
101,13,266756600
102,13,266756600
103,13,266756600
104,13,266756600
105,13,266756600
106,13,266756600
107,13,266756600
108,13,266756600
109,13,266756600
110,13,266756600
111,13,266756600
112,13,266756600
113,13,266756600
114,13,266756600
115,13,266756600
116,13,266756600
117,13,266756600
118,13,266245272
119,13,266245272
120,13,266245272
121,13,266245272
122,13,266245272
123,13,266245272
124,13,266245272
125,13,266245272
126,13,266245272
127,13,266245272
128,13,266245272
129,13,266245272
130,13,266245272
131,13,266245272
132,13,266245272
133,13,266245272
134,14,266245272
135,14,266245272
136,14,266245272
137,14,266245272
138,14,266245272
139,14,266245272
140,14,266245272
141,14,266245272
142,14,266245272
143,14,266245272
144,14,266245272
145,14,266245272
146,14,266245272
147,14,266245272
148,14,266245272
149,14,266245272
150,14,266245272
151,14,266245272
152,14,266245272
153,14,266245272
154,14,266245272
155,14,266245272
156,14,266245272
157,14,266245272
158,14,266245272
159,14,266245272
160,14,266245272
161,14,266245272
162,14,266245272
163,14,266245272
164,14,266245272
165,14,266245272
166,14,266245272
167,14,266245272
168,14,266245272
169,14,266245272
170,14,266245272
171,14,266245272
172,14,266245272
173,14,266245272
174,14,266245272
175,14,266245272
176,14,266245272
177,14,266245272
178,14,266245272
179,14,265733944
180,14,265733944
181,14,265733944
182,14,265733944
183,14,265733944
184,14,265733944
185,14,265733944
186,14,265733944
187,14,265733944
188,14,265733944
189,14,265733944
190,14,265733944
191,14,265733944
192,14,265733944
193,14,265733944
194,14,265733944
195,14,265733944
196,14,265733944
197,14,265733944
198,14,265733944
199,14,265733944
200,14,265733944
201,14,265733944
202,14,265733944
203,14,265733944
204,14,265733944
205,14,265733944
206,14,265733944
207,14,265733944
208,14,265733944
209,14,265733944
210,14,265733944
211,14,265733944
212,14,265733944
213,14,265733944
214,14,265733944
215,15,265733944
216,15,265733944
217,15,265733944
218,15,265733944
219,15,265733944
220,15,265733944
221,15,265733944
222,15,265733944
223,15,265733944
224,15,265733944
225,15,265733944
226,15,265733944
227,15,265733944
228,15,265733944
229,15,265733944
230,15,265733944
231,15,265733944
232,15,265733944
233,15,265733944
234,15,265733944
235,15,265733944
236,15,265733944
237,15,265733944
238,15,265733944
239,15,265733944
240,15,265222616
241,15,265222616
242,15,265222616
243,15,265222616
244,15,265222616
245,15,265222616
246,15,265222616
247,15,265222616
248,15,265222616
249,15,265222616
250,15,265222616
251,15,265222616
252,15,265222616
253,15,265222616
254,15,265222616
255,15,265222616
256,15,265222616
257,15,265222616
258,15,265222616
259,15,265222616
260,15,265222616
261,15,265222616
262,15,265222616
263,15,265222616
264,15,265222616
265,15,265222616
266,15,265222616
267,15,265222616
268,15,265222616
269,16,265222616
270,16,265222616
271,16,265222616
272,16,265222616
273,16,265222616
274,16,265222616
275,16,265222616
276,16,265222616
277,16,265222616
278,16,265222616
279,16,265222616
280,16,265222616
281,16,265222616
282,16,265222616
283,16,265222616
284,16,265222616
285,16,265222616
286,16,265222616
287,16,265222616
288,16,265222616
289,16,265222616
290,16,265222616
291,16,265222616
292,16,265222616
293,16,265222616
294,16,265222616
295,16,265222616
296,16,265222616
297,16,265222616
298,16,265222616
299,16,265222616
300,16,265222616
301,16,265170776
302,16,265170776
303,16,265170776
304,16,265170776
305,16,265170776
306,16,265170776
307,16,264659448
308,16,264659448
309,16,264659448
310,16,264659448
311,16,264659448
312,16,264659448
313,17,264659448
314,17,264659448
315,17,264659448
316,17,264659448
317,17,264659448
318,17,264659448
319,17,264659448
320,17,264659448
321,17,264659448
322,17,264659448
323,17,264659448
324,17,264659448
325,17,264659448
326,17,264659448
327,17,264659448
328,17,264659448
329,17,264659448
330,17,264659448
331,17,264659448
332,17,264659448
333,17,264659448
334,17,264659448
335,17,264659448
336,17,264659448
337,17,264659448
338,17,264659448
339,17,264659448
340,17,264659448
341,18,264659448
342,18,264659448
343,18,264659448
344,18,264659448
345,18,264659448
346,18,264659448
347,18,264659448
348,18,264659448
349,18,264659448
350,18,264659448
351,18,264659448
352,18,264659448
353,18,264659448
354,18,264659448
355,18,264659448
356,18,264659448
357,18,264659448
358,18,264659448
359,18,264659448
360,18,264659448
361,18,264659448
362,18,264659448
363,18,264659448
364,18,264659448
365,18,264659448
366,18,264659448
367,18,264659448
368,18,264148120
